Allowed,D.z
1,0.14215969036311557
1,-1.1367995156752875
1,-1.8640796329027267
NA,NA
NA,NA
1,1.6508722481164906
NA,NA
NA,NA
1,0.37508223487597275
1,0.6049801411234527
NA,0.24602732638000685
1,NA
1,-0.7623463326055488
NA,NA
1,0.21338296023754716
1,-1.3687111292845333
1,-0.04436924032822233
1,-0.25617769889582553
NA,NA
1,-1.6315788301054324
NA,NA
1,-1.888349890889691
NA,NA
NA,NA
1,-0.9930743036416015
1,-0.5517157347611102
1,-1.9799445325105072
1,0.33378647031256375
NA,NA
1,0.2266519764790692
1,-1.2600782588181778
1,2.4190088145043203
1,0.7421698082442542
0,0.9609325440605245
1,0.7972372175308472
1,NA
1,-0.40855751266790774
1,-1.0247538560469829
NA,0.6792864820747061
1,-1.9681348843555801
NA,NA
1,-0.4562709155597129
NA,0.6041407868177362
NA,NA
1,-0.3782374439387458
1,1.0724655925291442
1,0.2993091001670567
NA,NA
1,-1.2391362413329934
1,1.4985204271677188
1,-0.2527499677959176
0,1.1064720722348587
1,-0.22262227128086434
NA,NA
NA,NA
0,NA
1,NA
1,0.32750499677978234
0,-0.5078746353746791
1,-0.08580151856155138
1,0.7291153193094841
NA,NA
1,0.21949290173501354
NA,NA
NA,0.8815304327443413
1,NA
1,-0.3863056324143728
1,-1.0205064476098584
NA,NA
NA,NA
1,-0.4423534644368517
NA,NA
1,0.18712504836472732
1,-1.0590519900906643
1,-1.3684153253415423
1,0.10802978785142642
1,2.112955903407633
NA,-0.4618754523502831
1,-1.1919344066062385
1,0.5158156787488277
1,-0.4918693890517371
NA,NA
1,-1.0269513187699775
1,-1.7733260371425135
1,1.1975237034781139
1,0.6653254590221942
1,0.1505293842194517
NA,NA
1,-0.7249737045553002
1,-2.0928081460827985
1,0.9182956202858558
1,0.35204218990903785
NA,NA
1,-1.806357306448028
1,-0.7052281446092273
NA,NA
1,0.48207967567844573
1,-1.6797007504941253
1,-0.8490484886464162
NA,NA
NA,NA
NA,1.1612215858381603
NA,NA
1,NA
1,-0.8680941520288294
1,0.34668411984730835
1,-0.7674295196746735
NA,0.2410942158991273
NA,NA
NA,NA
1,NA
NA,NA
NA,NA
NA,NA
1,-0.25522212931105503
NA,NA
1,0.8375020164103202
1,-1.4751091022926863
1,-0.023954516065912194
1,0.32973960887029635
1,-0.3150174358747991
1,-1.4942537531705637
1,-0.27777978761007
1,1.7860740019055852
NA,NA
NA,NA
1,-3.6003820608985246
0,2.1053417698290278
1,NA
NA,NA
0,-0.004313223066829858
1,NA
NA,1.8625595691718229
NA,NA
1,-0.25077089189607554
0,NA
NA,NA
1,0.17906583319544558
NA,NA
1,0.8249751914165576
NA,NA
1,-0.41635260966739845
1,-1.5429893736729872
1,-0.1063432273561629
1,-1.4960558146906362
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
1,-0.6646989648379621
1,0.6862498513070394
1,0.49704462000347444
NA,NA
1,0.6853957109881677
1,1.6038091823076754
1,-0.6087124860613718
1,0.5846703853776746
1,NA
1,-0.812541395531218
1,-0.4593441648953656
1,1.259357416882547
1,0.32781865384025866
1,1.6722540940238053
NA,NA
NA,NA
1,-0.4744604424097999
NA,NA
1,1.0324098297021334
1,NA
1,0.23891812012488767
1,1.4849720294882796
1,-1.7218904564761774
1,-1.3995633208197933
1,1.4368518799001573
0,0.60505914156894
NA,NA
1,-1.193718271526123
1,-0.4313190787010634
1,-1.279546305987481
NA,-2.881937779743817
1,1.5987307563704702
0,0.24601932303729984
NA,NA
NA,NA
1,0.14810492524713761
NA,NA
1,-1.1366522530179248
1,-1.3141961831682887
1,-0.47882256213375735
1,-0.989373271880118
1,-1.6888434921579787
1,0.20621945319790025
NA,NA
1,-0.7782784252530106
1,-0.07369303177228292
NA,1.4220593947229276
1,NA
1,-0.736877715123542
1,0.1309309737706097
NA,NA
NA,NA
1,-1.001878350149921
NA,1.808125335349361
1,0.6598086820398625
1,0.7666396358972565
1,0.7138042728014623
NA,NA
1,0.7824522447283204
1,-0.3016316415269516
1,-2.4955007359240393
NA,NA
NA,1.0398732464134266
1,-0.7825447392644492
1,1.171390600374126
NA,NA
1,NA
NA,NA
1,-1.7427713793336954
1,0.9457263323594058
NA,NA
NA,NA
NA,NA
1,-2.6538181349664396
1,-0.6262799554521034
1,-1.637652379528188
1,NA
1,1.843554948489256
1,-0.9676963441862435
1,0.3203620716942261
NA,NA
NA,NA
1,0.39545188932656106
1,-0.4824828191754428
0,1.3646033233752328
NA,NA
NA,NA
1,0.37718519264515804
1,0.5806614665317555
1,-1.4155351206898372
1,0.2501704578472397
1,1.294543849452428
1,-1.547240441672384
1,1.8026729737390637
NA,NA
1,-1.5389399714104008
NA,NA
1,-1.717494349222148
1,-0.14158559558824393
1,-0.7768848160074026
1,-0.424619292015824
1,-0.37122398684963037
1,NA
1,0.7105235040494408
NA,NA
NA,NA
1,0.6585625138505233
1,-0.568451502618574
1,-0.529857531907333
1,-0.4884705808376079
NA,NA
1,-0.7254139062981274
1,-2.425131040803921
1,-1.3144605569062537
NA,NA
NA,NA
NA,NA
NA,-0.46007920358024473
1,0.0639115198443672
NA,1.5795699062752389
0,0.5703394409053183
1,-0.15149369291251055
1,-0.4737521420101269
0,1.774234069486056
1,NA
0,NA
1,-1.0739085093025866
1,-1.2619731375719623
NA,NA
1,1.218658057611505
NA,-0.004956912082564774
1,1.3258347982544192
NA,NA
1,-0.3778531564495545
NA,NA
1,1.15072359069154
1,-1.3410288728778905
NA,NA
NA,0.12340558621103219
NA,NA
1,0.3835367284587741
1,-0.7755327003002873
NA,NA
1,-0.050978234339518355
1,0.9822263610981571
1,-1.2204684458650168
NA,NA
1,NA
NA,1.198126328262275
1,1.4220867249100677
1,-0.6735080613508054
1,0.22579423735265938
NA,1.3034349296977372
NA,0.005084787511783435
1,-1.2377307912507838
1,-0.8792364547991998
0,0.9383997031100346
1,-0.1414770797677297
1,-1.657141703942963
1,-0.8148662302319023
1,-0.4000602043882376
NA,NA
1,0.45302097788234275
1,-1.173928134454854
1,0.5268266131875707
NA,NA
1,0.046747789569332746
1,-1.7635009298342572
1,-1.1050577396130878
NA,1.5126832909191559
NA,NA
1,0.07931508050443356
1,0.6913342348147112
NA,NA
NA,1.345917901547782
1,-1.2159351624367938
1,-1.54228786651852
NA,NA
1,NA
1,-0.9823952280580237
NA,NA
1,0.8920440765275188
0,0.8563084381250852
1,NA
NA,NA
1,1.2785877193274726
NA,NA
1,-0.25061647362161915
1,-0.47058228199375457
1,-0.4851639286533857
1,-0.6377899529085493
NA,-0.05324458922697622
NA,NA
1,0.7739582138839968
0,0.06507281977563127
NA,NA
NA,NA
NA,NA
NA,-2.796004591367582
NA,-1.8884227669774294
1,0.5892288643245616
NA,NA
1,-0.8455336648183505
NA,NA
NA,NA
1,0.8103424001716911
1,0.3871754078844159
1,1.6055677742966263
NA,NA
1,-1.2350922023848463
1,0.2520945548062089
1,0.59239516251473745
1,1.2918739657874758
NA,0.7327877274217612
NA,1.194516589340175
1,-0.28528879057972784
1,0.05393418294427144
1,0.19960111552176327
1,-1.0182886761639405
NA,1.101664066637921
0,NA
NA,NA
NA,NA
1,0.8005221260149216
1,0.46486167136822626
1,-1.392443615838523
NA,NA
1,-0.23803198959040606
1,NA
NA,NA
1,1.9414225746436415
1,-0.8226407844877974
NA,NA
NA,NA
1,0.6023650136641703
NA,NA
NA,NA
1,0.2327740985009478
NA,NA
NA,NA
NA,NA
NA,0.6775076672971646
1,0.35783647158743553
1,0.8781507304201861
NA,NA
1,-0.9353792018161855
1,1.6604764466186266
NA,1.3633738388012893
NA,1.2348112778572546
NA,NA
1,0.9676092481945855
1,1.8407471246379883
NA,NA
1,0.06746143919819517
1,-0.8744479118775162
1,-0.6531361802168016
NA,NA
1,0.07408957528458915
1,1.8654523555443854
NA,-0.5188906652782196
NA,NA
1,-0.5930974601779999
1,-1.4643667127323183
1,0.7103972154723848
NA,NA
NA,NA
NA,NA
1,0.6421487374451084
1,-0.4569424947890536
1,0.484160149834575
1,-0.7894301399550865
1,1.3056659542000144
NA,NA
1,1.0446282951889203
NA,0.037212226519793355
1,1.909946683073678
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
1,-1.27556197816605
1,-0.5787475038474826
1,1.2025368455611698
NA,NA
1,-1.3960521660124612
1,0.7792546942149118
NA,NA
1,NA
1,1.584535954834266
NA,NA
1,NA
NA,1.875037407534978
NA,NA
NA,NA
0,0.8795028557951
1,-0.7061913485320361
1,-1.1161699456604086
NA,NA
1,-0.12189657680198764
NA,1.135988108125801
1,-0.35549026952447765
NA,NA
NA,NA
1,0.06922191493123504
1,-1.664370912788153
1,-1.3727751186462633
NA,NA
NA,NA
NA,-0.6531561904947737
NA,NA
NA,NA
1,-1.0491371719844493
NA,NA
NA,0.16461285134475373
NA,NA
1,-1.7349006929969089
1,0.37670217903303843
1,-0.7864963766100791
1,0.531825635257001
1,-0.19075254422340357
1,0.2510373507003436
NA,1.3802758997112152
1,0.6186542991150362
NA,NA
1,0.6450728629358954
1,-2.619335055647561
1,0.4000629286559134
NA,NA
1,1.0406076239501483
1,-0.13720121905829094
1,-0.778618607683354
1,-0.43817812938661527
1,0.5993991886522047
1,0.2683273679684599
1,-0.6072842381108192
NA,NA
1,1.0826193280906848
0,1.9547808911472686
1,0.9450663605244767
1,-0.28479893645138854
1,NA
NA,NA
NA,-0.3801618594245854
NA,NA
1,-0.14298825720686756
NA,NA
1,0.004144704902712277
1,-0.11312427046111041
NA,NA
1,-0.9800029976952837
1,1.0932168688591735
1,-0.5211368015144486
NA,-1.6182531451426647
1,0.5760232885674414
NA,NA
NA,NA
NA,NA
NA,NA
1,0.08368795126988235
1,-1.370826729384068
1,NA
1,0.9096701058720081
NA,NA
1,NA
1,-0.7511352658102137
1,0.03880322857162007
1,0.3549988117872615
NA,NA
1,1.7423282445382875
NA,NA
1,2.2603157609522424
1,-0.2092410714902808
1,-1.3770575980525435
NA,NA
1,-0.8892985197122963
NA,NA
NA,NA
1,-2.1089084287968958
1,-0.6673864088735532
1,-0.2031999295607874
1,-0.6991601201487685
1,-0.1406377345007717
NA,NA
NA,NA
1,NA
1,-1.1048593605310189
NA,NA
NA,NA
0,0.8517808611198155
1,0.3007284459149508
1,-1.8045954951557694
1,-1.7119975310925826
1,-0.2235740417076842
1,NA
NA,NA
1,0.07418385963382884
1,0.4505609897231923
NA,NA
1,0.4604450391328432
NA,NA
1,0.47390130560944166
1,0.5809356182548978
NA,NA
1,NA
1,-1.0204695429347466
NA,-0.3163918025978538
NA,-1.3377262047697882
1,-0.12859180779243795
NA,NA
1,-0.49374685350210923
NA,2.00721512478173
NA,NA
1,0.7794626433443255
NA,-0.11844333005105181
NA,NA
1,NA
1,NA
NA,1.1177016766350445
1,0.7632038949245825
1,-1.336231182022526
NA,NA
NA,NA
1,1.2326808267503993
NA,NA
0,1.9998741345477358
1,1.8754534598044093
NA,NA
NA,NA
NA,NA
NA,NA
1,-0.764986688911156
1,-0.9113641283531837
NA,NA
1,-0.41902399390124406
1,-0.29630681550582766
NA,0.19734379520442644
NA,NA
0,-0.6269877629626044
NA,NA
NA,NA
NA,-1.9787527670897542
NA,NA
1,0.3228019699698217
NA,NA
1,1.7925649033346582
1,NA
1,0.7501155304281972
NA,NA
NA,NA
1,-0.051823318692715434
1,-1.1293934896637756
1,NA
1,NA
NA,1.2681330648246494
0,1.273237142331095
NA,NA
1,0.19284147623915768
1,1.52458130659989
NA,NA
1,-0.3251300198845303
0,0.21647354714152034
NA,NA
NA,NA
1,-0.7029330436399892
NA,NA
0,2.238635548330458
0,0.5239200135684766
1,0.06630138426282735
1,0.05625445386426865
1,-1.0171573507694234
1,-0.4353058401136977
1,-0.169386088288102
NA,NA
NA,NA
1,-2.551768895806442
NA,NA
1,NA
0,1.190057941401034
1,-1.033928941922097
NA,NA
NA,0.6953953389542151
1,-0.24747332928258817
1,NA
NA,NA
1,-1.127902258015856
1,NA
1,-0.15101312442558842
1,-0.8292852556843638
1,-1.1117932821508871
NA,NA
1,-0.9972965400831705
1,-0.7236069239375202
NA,1.915931998571313
NA,NA
NA,NA
NA,0.3449489132759059
NA,NA
1,-1.590499825955929
1,0.27469522482169556
NA,NA
1,1.42042327066419
1,0.2846759804114106
1,0.6852269327663905
1,0.4935033101171569
NA,NA
1,-0.11182685391353059
1,0.7141206125131244
1,-0.11495113617317952
1,-0.7691957455394368
1,-0.22136683819616904
1,0.23777130018610063
1,0.03602918535743094
1,-1.600994448693826
NA,NA
1,-2.0465161096206312
1,0.4868648009045701
1,-1.3688330802218016
1,0.49090898564107754
1,NA
NA,NA
1,0.12929897504797686
NA,NA
1,1.5312358301844984
1,-0.002953948678835713
NA,NA
1,0.7254414776839604
NA,NA
NA,-0.017122177704665596
1,NA
1,0.6145303171158193
NA,NA
1,-0.9982793969229372
NA,NA
NA,NA
1,0.9625880301330471
0,1.1744170828522655
NA,NA
1,-1.7546440193103716
NA,0.8661590257320175
1,-1.1317341081033283
NA,NA
NA,NA
1,0.23841630410111994
1,0.18695663496625958
NA,2.2985016177340998
NA,NA
1,0.19878855188044078
NA,NA
NA,NA
1,1.3567342128321336
NA,-2.180837654278785
NA,NA
NA,NA
1,0.20504420684160896
1,-0.43447389801345654
1,-0.4960443642712072
1,-0.3806830476337002
NA,NA
1,-0.37810860019942233
1,0.016349747612965357
1,1.2366499308091494
1,-1.8161591295799946
NA,-2.3551923888645705
1,0.08245387610876524
1,2.007052175542975
1,0.6494069834626931
1,NA
1,0.05838218664445978
NA,NA
1,1.021268556014967
NA,NA
NA,1.0552308020583971
1,-0.9810162046609453
NA,NA
1,0.49368684040043215
1,0.7322149357943154
1,-0.43023591932852845
1,2.052355687581077
NA,NA
NA,NA
1,-1.3082430244038352
1,0.28279216003360197
1,-0.38921497810587086
1,-0.1742528674237426
1,0.2688047213322286
1,-1.7319309731487285
NA,NA
1,-0.5705707300191871
1,-0.09269111943420526
1,NA
1,-0.6372855926512043
1,-1.0190944493514857
NA,NA
NA,NA
NA,0.8129005696978858
NA,NA
1,-0.9266354317643796
1,1.1904261247003272
NA,1.3286174714436174
1,1.4028851508420372
NA,1.8643023106923904
NA,NA
0,NA
1,NA
NA,NA
1,-1.6545588782542457
1,0.6807935240375271
1,-0.7452055530061649
1,-0.7375802927179972
1,-1.322798128940789
NA,NA
1,2.3325997429517513
0,2.0032892609248174
0,1.4371871459824528
1,-2.6441707832069916
1,NA
1,-0.6101141740158846
1,0.9300430867556237
NA,NA
1,-0.7825885536667816
1,-0.494406204768432
1,-1.1212604965473207
1,1.9725422525798502
1,2.409950240777245
NA,1.3820712149012668
1,0.06923670862148529
1,-0.8050426040476204
1,0.6216296652438474
1,-1.3260664104391418
1,0.14925323460404283
NA,NA
1,-0.09205482934045874
NA,NA
NA,NA
NA,NA
1,-1.2617818540661985
0,0.28305890862249933
1,-1.3657875323853133
1,-0.8813335037650297
NA,NA
NA,NA
1,-2.326600570179259
1,-0.9667929707802279
1,-0.20056415645610073
NA,NA
1,0.0073455526535195865
1,-1.8790622728276565
1,1.2162585881171653
1,-0.12588274419796974
1,0.32426499009870074
1,-0.9203619015258797
NA,NA
NA,NA
1,-1.4231012739788789
1,-1.6522293345574335
1,0.1391458194591881
1,-1.2173022213780151
1,-0.5193747327858264
1,-0.8155976916107487
1,-1.0864793738486007
1,1.6207702801661497
NA,NA
1,-1.3977003084501638
NA,NA
1,-0.43276977121121596
1,-0.9430217674776036
NA,NA
1,0.6212331068165359
NA,-0.3690422253879916
NA,NA
1,-0.550643669262521
NA,NA
NA,1.0713894571485891
1,-1.2032560599857143
1,1.4523816339870497
NA,NA
0,0.9186151345861951
1,NA
0,1.3807009793914742
NA,NA
1,-1.0075101014517953
NA,0.9317605149540747
NA,NA
1,NA
1,0.9306940501616013
1,NA
1,0.653061928077501
1,1.1096047724138405
1,-0.5138900438698377
NA,NA
NA,0.29755214498885124
NA,NA
0,1.3250637640749259
1,1.7644499817144108
1,-0.8380199385853898
1,-0.6860795071665071
1,0.0640455963858028
1,-0.13867457067550185
1,NA
1,-0.32206127815192803
NA,1.147270129396474
1,-1.2714584231497679
NA,1.2629256340238202
1,-1.0615972052939053
NA,NA
1,NA
1,0.6282744437033142
1,-0.10434268769023833
1,0.4208275049065812
NA,NA
NA,NA
NA,1.6306582549754565
NA,NA
